title,artist,tempo,energy,danceability,loudness,valence
Orinoco Flow,Enya,115,31,69,-17,56
Listen to Your Heart,Roxette,86,58,54,-5,34
Fairytale of New York (feat. Kirsty MacColl),The Pogues,119,65,32,-6,47
Living Years,Mike & The Mechanics,98,42,52,-13,31
Mushanga,TOTO,122,31,72,-19,51
Baby Can I Hold You,Tracy Chapman,74,42,69,-11,47
Big Love,Fleetwood Mac,125,76,64,-12,64
Angel Of Harlem,U2,103,69,52,-11,93
Handle With Care,Traveling Wilburys,115,77,68,-6,71
(Something Inside) So Strong,Labi Siffre,82,38,68,-10,23
Into Temptation,Crowded House,84,37,45,-16,26
Twist in My Sobriety,Tanita Tikaram,115,56,78,-11,94
Sympathy For The Devil,The Rolling Stones,115,69,57,-11,57
Another Day in Paradise - 2016 Remaster,Phil Collins,102,56,78,-7,37
Niemand In De Stad,De Dijk,90,41,63,-13,70
Rockin' in the Free World,Neil Young,132,88,49,-5,52
Poison,Alice Cooper,119,91,28,-6,26
I Want It All - Remastered 2011,Queen,92,84,41,-6,39
Ik Kan Het Niet Alleen,De Dijk,142,85,53,-12,91
Leningrad,Billy Joel,139,52,51,-6,23
Have I Told You Lately,Van Morrison,144,48,34,-10,18
Lullaby,The Cure,94,56,72,-11,59
The Best,Tina Turner,104,74,66,-10,75
Breakthru - Remastered 2011,Queen,90,86,57,-6,31
Need Your Love So Bad,Fleetwood Mac,147,18,36,-19,25
Daar Gaat Ze,Clouseau,87,33,63,-15,64
Personal Jesus - Original Seven Inch Version,Depeche Mode,130,68,64,-12,71
Kingston Town,UB40,102,25,96,-13,80
Woman In Chains,Tears For Fears,160,61,43,-8,37
Nergens Goed Voor,De Dijk,102,59,77,-12,72
I Wish It Would Rain Down - 2016 Remaster,Phil Collins,126,67,51,-5,36
If You Don't Know Me by Now - 2008 Remaster,Simply Red,94,35,64,-9,20
Free Fallin',Tom Petty,84,45,62,-13,57
Let Love Rule,Lenny Kravitz,153,45,69,-13,70
Epic,Faith No More,174,89,36,-7,26
Black Velvet,Alannah Myles,91,37,75,-10,47
We Didn't Start the Fire,Billy Joel,145,97,71,-5,90
Sowing The Seeds Of Love,Tears For Fears,172,80,21,-7,68
New York Minute,Don Henley,132,29,55,-12,12
Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,115,88,66,-4,88
Lovesong,The Cure,140,81,61,-8,82
Monkey Gone to Heaven,Pixies,116,39,65,-12,60
The Miracle - Remastered 2011,Queen,92,65,48,-6,54
The Invisible Man - Remastered 2011,Queen,120,79,70,-7,56
If I Could Turn Back Time,Cher,108,57,66,-10,50
Love Shack,The B-52's,134,82,72,-6,87
Thunderstruck,AC/DC,134,89,50,-5,26
Papa,Stef Bos,120,32,74,-13,29
Enjoy the Silence - Single Mix,Depeche Mode,113,81,64,-8,82
Still Got The Blues,Gary Moore,170,39,19,-14,32
Wind Of Change,Scorpions,152,52,45,-10,25
Nothing Compares 2 U,Sinéad O'Connor,120,57,51,-7,16
Silent Lucidity - Remastered/2003,Queensrÿche,140,63,46,-6,10
Such a Shame,Talk Talk,112,68,60,-11,71
Hunger Strike,Temple Of The Dog,138,57,37,-11,30
Candy,Iggy Pop,144,59,62,-11,65
Send Me An Angel,Scorpions,81,42,15,-12,17
Don't Go Breaking My Heart,Elton John,131,86,74,-8,78
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,109,51,74,-16,90
More Than Words,Extreme,92,13,63,-15,24
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,81,65,52,-7,72
Met Hart En Ziel,Tröckener Kecks,167,61,38,-12,70
Love Rears Its Ugly Head,Living Colour,156,48,62,-9,73
Hard To Handle,The Black Crowes,104,79,59,-4,96
Black,Pearl Jam,77,68,36,-6,20
De Boer Is De Keerl,Normaal,85,40,52,-13,63
November Rain,Guns N' Roses,80,64,29,-9,23
Nothing Else Matters,Metallica,142,36,56,-11,17
Smells Like Teen Spirit,Nirvana,117,91,50,-5,72
Innuendo - Remastered 2011,Queen,73,73,21,-6,17
Enter Sandman,Metallica,123,82,58,-9,64
Who Wants To Live Forever - Remastered 2011,Queen,87,40,14,-9,4
Under the Bridge,Red Hot Chili Peppers,85,35,56,-13,46
Deurdonderen,Normaal,175,79,46,-10,86
The Show Must Go On - 2011 Mix,Queen,83,69,31,-7,18
Losing My Religion,R.E.M.,126,86,67,-5,80
Come As You Are,Nirvana,120,82,50,-6,54
Jeremy,Pearl Jam,109,85,28,-6,29
Knockin' On Heaven's Door,Guns N' Roses,132,74,50,-7,38
The Unforgiven,Metallica,139,60,54,-10,25
These Are The Days Of Our Lives - 2011 Remaster,Queen,113,40,69,-10,55
Lithium,Nirvana,123,66,68,-6,49
Lekker Op De Trekker ('n Boerinnen-Wervingslied),Mannenkoor Karrespoor,132,49,72,-12,97
Estranged,Guns N' Roses,89,76,36,-8,17
Even Flow,Pearl Jam,105,94,39,-7,27
Hammer To Fall - Remastered 2011,Queen,127,79,43,-5,51
Sad But True,Metallica,89,85,63,-6,43
Year of the Cat - 2001 Remaster,Al Stewart,117,61,53,-10,53
Don't Cry (Original),Guns N' Roses,125,59,46,-9,24
(Everything I Do) I Do It For You,Bryan Adams,131,37,53,-13,25
No More Tears,Ozzy Osbourne,103,75,35,-7,32
You,Ten Sharp,174,90,41,-8,67
Heal the World,Michael Jackson,81,49,53,-8,10
Bestel Mar (edit),Rowwen Hèze,160,85,58,-7,91
On Every Street,Dire Straits,132,27,32,-11,15
Give It Away,Red Hot Chili Peppers,92,94,67,-10,78
Four Seasons In One Day,Crowded House,89,26,52,-17,49
Walking in Memphis,Marc Cohn,130,51,57,-9,33
Learning To Fly,Tom Petty and the Heartbreakers,117,77,65,-10,95
Live And Let Die,Guns N' Roses,153,78,26,-9,26
In Bloom - Nevermind Version,Nirvana,157,88,44,-5,51
Weather With You,Crowded House,94,61,64,-13,89
Shiny Happy People,R.E.M.,125,91,45,-4,81
Stars,Simply Red,104,82,72,-7,82
I'm Going Slightly Mad - Remastered 2011,Queen,116,83,64,-6,31
On the Border - 2001 Remaster,Al Stewart,98,64,48,-12,73
Diamonds and Pearls,Prince,81,55,55,-10,29
I Can't Dance - 2007 Remaster,Genesis,108,53,91,-9,90
No Son of Mine - 2007 Remaster,Genesis,104,60,66,-9,26
I Can't Make You Love Me,Bonnie Raitt,125,15,59,-17,11
Love of the Common People,Paul Young,91,61,74,-11,89
Mysterious Ways,U2,100,66,67,-8,70
We Don't Need Another Hero (Thunderdome),Tina Turner,99,67,69,-6,71
Calling Elvis,Dire Straits,120,57,61,-12,39
Killing In The Name,Rage Against The Machine,89,83,47,-4,66
Fear of the Dark - 2015 Remaster,Iron Maiden,110,87,31,-6,23
Bed Of Roses,Bon Jovi,165,60,31,-6,16
Everybody Hurts,R.E.M.,94,32,47,-10,17
Kayleigh,Marillion,106,67,56,-7,60
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,94,52,56,-12,64
Nightswimming,R.E.M.,114,39,57,-11,57
Conquest of Paradise,Vangelis,74,30,43,-14,16
Would?,Alice In Chains,101,83,31,-8,59
Friday I'm in Love,The Cure,136,76,53,-12,51
Sharp Dressed Man,ZZ Top,125,77,65,-8,40
Man On The Moon,R.E.M.,119,70,67,-8,66
Gimme All Your Lovin',ZZ Top,120,79,66,-7,71
What's Up?,4 Non Blondes,134,56,56,-10,45
Lavender,Marillion,138,55,33,-6,23
Plush - 2017 Remaster,Stone Temple Pilots,144,94,43,-5,47
Eloise,Barry Ryan,131,59,43,-12,46
Harvest Moon,Neil Young,113,31,65,-12,41
Drive,R.E.M.,143,43,47,-12,24
Remedy,The Black Crowes,160,98,41,-4,35
I've Got Dreams to Remember,Otis Redding,142,28,39,-13,40
Jump Around,House Of Pain,107,71,85,-6,82
Human Touch,Bruce Springsteen,115,52,65,-14,45
Vlieg Met Me Mee - Live,Paul de Leeuw,176,47,35,-14,56
In These Arms,Bon Jovi,123,92,51,-3,46
Out Of Space,The Prodigy,147,87,64,-11,61
Find The River,R.E.M.,145,44,42,-9,30
I Have Nothing,Whitney Houston,153,40,54,-10,24
Rosalyn,Vitesse,102,51,49,-13,67
Rooster,Alice In Chains,144,55,27,-8,20
Why,Annie Lennox,91,47,53,-9,12
Rhythm Is A Dancer,SNAP!,124,65,76,-15,86
Keep The Faith,Bon Jovi,118,97,57,-4,57
No Rain,Blind Melon,148,48,39,-9,57
Creep,Radiohead,92,43,52,-10,10
Proud Mary,Tina Turner,171,50,40,-11,37
Fields Of Gold,Sting,104,34,65,-12,32
Eagle - Short Version,ABBA,86,83,41,-8,65
Linger,The Cranberries,95,43,44,-15,20
Alles Geprobeerd,Het Goede Doel,76,56,59,-15,84
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,105,67,42,-6,30
Shape Of My Heart,Sting,84,37,54,-10,24
I Will Survive - Single Version,Gloria Gaynor,116,62,80,-13,64
Ordinary World,Duran Duran,140,65,47,-10,40
Disarm - Remastered,The Smashing Pumpkins,130,42,53,-10,22
Mr. Jones,Counting Crows,142,82,58,-7,73
Heart-Shaped Box,Nirvana,203,64,26,-10,38
Daughter (Remastered),Pearl Jam,97,70,62,-10,73
In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,119,53,47,-10,77
Gaia,Valensia,174,33,38,-13,20
Mull Of Kintyre - 1993 Digital Remaster,Wings,93,26,33,-15,42
Cose della vita,Eros Ramazzotti,176,60,50,-9,47
Are You Gonna Go My Way,Lenny Kravitz,129,67,62,-10,78
What's Love Got to Do with It,Tina Turner,98,41,85,-12,79
Rearviewmirror (Remastered),Pearl Jam,159,96,37,-5,44
La solitudine,Laura Pausini,132,47,57,-6,26
Up Where We Belong,Joe Cocker,139,43,57,-9,36
Rape Me,Nirvana,112,75,42,-11,23
Round Here,Counting Crows,94,48,31,-9,19
I Want You Back,The Jackson 5,98,54,64,-13,94
Younger Days,The Fatal Flowers,116,85,54,-7,31
All Apologies,Nirvana,113,63,45,-12,36
Zombie,The Cranberries,167,64,31,-9,31
Oude Maasweg,The Amazing Stroopwafels,90,26,75,-15,13
Lightning Crashes,Live,90,43,39,-9,43
Black Hole Sun,Soundgarden,105,83,35,-5,15
The Man Who Sold The World,Nirvana,115,75,48,-9,42
Basket Case,Green Day,85,94,44,-3,78
Where Did You Sleep Last Night,Nirvana,109,59,57,-8,36
Kiss from a Rose,Seal,132,53,58,-7,22
Always,Bon Jovi,141,66,38,-6,33
All I Want for Christmas Is You,Mariah Carey,150,63,34,-7,35
I Alone,Live,90,82,40,-7,10
Sabotage,Beastie Boys,168,94,32,-7,54
Smooth Operator - Single Version,Sade,119,58,73,-7,96
Glory Box,Portishead,120,43,51,-10,21
Dromen Zijn Bedrog,Marco Borsato,132,86,61,-9,64
Ode To My Family,The Cranberries,94,45,36,-10,14
No Good (Start the Dance) [Remastered],The Prodigy,145,99,64,-7,17
When I Come Around,Green Day,98,91,53,-4,81
Live Forever - Remastered,Oasis,84,79,10,-4,18
Mmm Mmm Mmm Mmm,Crash Test Dummies,93,57,58,-8,37
Annabel,Hans De Booij,174,52,81,-14,59
Polly,Nirvana,115,39,62,-12,44
Grace,Jeff Buckley,128,87,55,-4,19
Stil In Mij,Van Dik Hout,99,65,59,-9,39
Wonderwall - Remastered,Oasis,175,87,37,-5,48
Don't Look Back In Anger - Remastered,Oasis,163,92,33,-4,34
Streets of Philadelphia - Single Edit,Bruce Springsteen,94,29,74,-13,44
Earth Song,Michael Jackson,138,44,50,-8,14
Street Spirit (Fade Out),Radiohead,138,45,49,-12,13
Man in the Mirror,Michael Jackson,100,80,79,-6,27
Aan De Kust,BLØF,78,31,51,-10,22
Beat It,Michael Jackson,139,80,76,-6,91
Margherita,Marco Borsato,119,25,54,-12,14
Vivo per lei,Andrea Bocelli,136,46,53,-6,29
Circle Of Life,Elton John,160,61,28,-8,16
They Don't Care About Us,Michael Jackson,90,91,86,-6,73
Champagne Supernova - Remastered,Oasis,150,80,29,-5,12
You Do Something To Me,Paul Weller,73,34,44,-13,30
Lemon Tree,Fools Garden,143,48,66,-9,64
Weak,Skunk Anansie,94,77,53,-6,45
Ik Leef Niet Meer Voor Jou,Marco Borsato,150,82,55,-9,57
Gangsta's Paradise,Coolio,80,51,65,-10,39
Con Te Partirò,Andrea Bocelli,135,37,24,-8,30
Don't Speak,No Doubt,76,71,52,-7,54
Heaven For Everyone - Remastered 2011,Queen,110,43,60,-10,27
Fake Plastic Trees,Radiohead,74,23,45,-13,13
Too Much Love Will Kill You - 2011 Remaster,Queen,73,40,41,-8,21
1979 - Remastered 2012,The Smashing Pumpkins,127,79,77,-10,96
Avalon,Roxy Music,137,49,76,-11,88
You Don't Fool Me - Remastered 2011,Queen,122,83,59,-6,58
Can You Feel The Love Tonight,Elton John,123,36,30,-9,15
Dear Mama,2Pac,84,54,77,-7,32
Diane,Therapy?,124,43,42,-12,4
Stranger in Moscow,Michael Jackson,130,47,80,-9,59
An American Trilogy,Elvis Presley,84,13,21,-14,17
Secret Garden,Bruce Springsteen,87,33,52,-14,12
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,149,67,29,-9,22
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,122,72,40,-9,48
A Winter's Tale - 2011 Remaster,Queen,54,56,36,-6,14
High And Dry,Radiohead,88,38,42,-12,35
Fairground,Simply Red,123,73,72,-6,62
Avond,Boudewijn de Groot,98,37,48,-15,17
She - Tous les visages de l’amour,Charles Aznavour,132,39,35,-10,36
Insomnia,Faithless,127,58,79,-10,26
Jesus to a Child,George Michael,174,42,53,-12,19
Down Under,Men At Work,107,79,75,-5,89
Jump,Van Halen,130,82,55,-7,77
Het Is Een Nacht... (Levensecht),Guus Meeuwis,138,62,63,-7,50
Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,155,47,34,-11,16
Beautiful Noise,Neil Diamond,127,35,53,-15,73
Yesterday When I Was Young,Charles Aznavour,68,51,33,-9,29
De Waarheid,Marco Borsato,61,36,34,-11,9
Wereld Zonder Jou,Marco Borsato,121,36,57,-10,9
Wannabe,Spice Girls,110,86,77,-6,89
Hedonism (Just Because You Feel Good),Skunk Anansie,81,54,56,-9,31
Killing Me Softly With His Song,Fugees,92,29,77,-17,51
You Have Been Loved,George Michael,137,24,61,-16,16
Children,Robert Miles,137,76,60,-11,39
No Diggity,Blackstreet,89,65,87,-5,67
"Casser la voix - Live ""Si Ce Soir""",Patrick Bruel,135,72,27,-10,34
Beautiful Goodbye,Amanda Marshall,99,29,49,-8,4
Ain't Nobody,Chaka Khan,104,88,80,-7,82
A Long December,Counting Crows,71,58,39,-7,38
Novocaine For The Soul,Eels,169,72,41,-8,31
Per Spoor (Kedeng Kedeng),Guus Meeuwis,126,88,58,-7,79
Bitter Sweet Symphony,The Verve,171,92,36,-6,52
Zeg Me Dat Het Niet Zo Is,Frank Boeijen,70,13,35,-14,29
Du hast,Rammstein,125,92,64,-6,72
"Take Me Home, Country Roads",John Denver,164,43,26,-13,55
Karma Police,Radiohead,75,51,36,-9,32
Everlong,Foo Fighters,158,88,41,-6,36
Op Fietse,Skik,104,86,53,-5,86
Paranoid Android,Radiohead,164,85,25,-7,19
Lopen Tot De Zon Komt,Acda en de Munnik,100,33,43,-9,36
Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,94,9,48,-18,22
Engel,Rammstein,96,66,64,-6,33
k Heb Je Lief,Paul de Leeuw,136,37,53,-12,22
Chan Chan,Buena Vista Social Club,166,50,40,-12,68
Firestarter,The Prodigy,142,95,53,-5,38
The Unforgiven II,Metallica,133,88,49,-5,25
Smack My Bitch Up,The Prodigy,136,99,61,-5,23
Good Riddance (Time of Your Life),Green Day,95,43,48,-8,65
Candle In The Wind 1997,Elton John,126,31,45,-8,37
No Surprises,Radiohead,76,39,26,-11,12
Als Het Vuur Gedoofd Is,Acda en de Munnik,92,64,56,-8,61
Little Green Bag,George Baker Selection,103,61,71,-14,88
Beds Are Burning - Remastered,Midnight Oil,119,50,75,-9,34
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,99,28,43,-12,4
t Dondert En 't Bliksemt,Guus Meeuwis,121,95,70,-4,89
Breathe,The Prodigy,130,82,68,-6,32
The Memory Remains,Metallica,144,90,43,-4,60
N'oubliez Jamais,Joe Cocker,87,49,59,-8,35
Tell Him,Barbra Streisand,76,40,34,-9,7
Mooi Liedje,Acda en de Munnik,177,21,49,-11,22
Can't Stand Losing You,The Police,142,63,76,-10,93
Songbird,Eva Cassidy,153,23,38,-12,15
Hier Komt De Storm,Frank Boeijen Groep,89,77,41,-8,43
The Drugs Don't Work,The Verve,77,52,44,-9,18
Around the World,Daft Punk,121,80,96,-5,84
Somebody to Love,George Michael,110,86,33,-7,38
Nobody's Wife,Anouk,98,91,51,-7,46
Als Ze Er Niet Is,De Dijk,166,49,38,-12,21
Careless Whisper,George Michael,153,63,57,-9,79
Don't Let the Sun Go Down on Me,George Michael,135,55,44,-8,26
The Whole of the Moon,The Waterboys,106,85,54,-6,60
Liefs Uit Londen,BLØF,77,13,44,-19,13
Narcotic - Long Version,Liquido,102,59,59,-7,36
New Year's Day,U2,133,80,52,-6,63
Cowboys and Angels,George Michael,128,51,57,-13,28
Zelfs Je Naam Is Mooi,Henk Westbroek,94,46,56,-7,45
Toen Ik Je Zag - Single Version,Hero,81,20,37,-14,14
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,121,66,38,-5,14
A Different Corner,George Michael,99,29,27,-10,15
Teardrop,Massive Attack,77,42,62,-9,22
Faith,George Michael,96,50,92,-10,56
Father Figure,George Michael,102,39,48,-11,25
Niet Of Nooit Geweest,Acda en de Munnik,122,51,48,-10,51
Is Dit Nu Later,Stef Bos,134,51,41,-9,38
De Bestemming,Marco Borsato,109,50,27,-9,13
Freak On a Leash,Korn,103,90,35,-6,53
Onderuit,De Dijk,118,57,68,-9,65
Non non rien n'a changé,Les Poppys,84,48,50,-8,47
I'm Not so Tough,Ilse DeLange,117,58,73,-8,55
Killer / Papa Was a Rollin' Stone,George Michael,122,98,71,-7,58
I Knew You Were Waiting (For Me),George Michael,108,84,72,-5,68
If You Tolerate This Your Children Will Be Next,Manic Street Preachers,96,80,22,-6,26
Praying for Time,George Michael,128,80,57,-8,21
Hilversum 3,Herman van Veen,91,22,69,-15,47
The Reflex,Duran Duran,127,90,56,-6,80
World of Hurt,Ilse DeLange,99,47,87,-10,64
As,George Michael,93,74,67,-8,77
Pure Morning,Placebo,81,90,39,-7,20
She's The One,Robbie Williams,167,61,24,-8,33
Ik Heb Je Lief,Stef Bos,131,48,30,-12,24
Pretty Fly (For A White Guy),The Offspring,143,90,72,-4,96
Praise You,Fatboy Slim,110,89,60,-9,53
Sacrifice,Anouk,136,17,54,-13,24
Toveren,Herman van Veen,145,28,81,-15,81
Kissing a Fool,George Michael,117,27,39,-14,17
Hijo de la Luna,Mecano,179,54,45,-7,61
"Slaap Zacht , Elisabeth",Acda en de Munnik,174,38,44,-11,19
Angels,Robbie Williams,150,59,44,-7,25
Tears in Heaven,Eric Clapton,154,24,50,-12,31
Californication,Red Hot Chili Peppers,96,77,59,-3,33
Harder Dan Ik Hebben Kan,BLØF,90,40,62,-10,35
Learn to Fly,Foo Fighters,136,92,47,-4,54
Total Eclipse of the Heart,Bonnie Tyler,130,66,44,-8,18
Scar Tissue,Red Hot Chili Peppers,89,72,60,-5,55
Otherside,Red Hot Chili Peppers,123,80,46,-3,51
"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Phil Collins,97,74,57,-6,66
Let Me Entertain You,Robbie Williams,125,96,46,-5,37
Road Trippin',Red Hot Chili Peppers,204,47,24,-8,39
Jesus He Knows Me,Genesis,95,87,60,-7,65
The Family Tree,Venice,127,10,34,-16,26
Porcelain,Moby,95,64,30,-8,33
Unintended,Muse,139,28,49,-12,16
LA Song,Beth Hart,130,62,77,-8,51
The Dolphin's Cry,Live,150,79,34,-6,43
All Star,Smash Mouth,104,87,73,-6,78
Why Does My Heart Feel So Bad?,Moby,98,62,60,-7,5
Il Volo,Zucchero,150,40,45,-12,17
The Next Episode,Dr. Dre,95,91,92,-2,31
Geen Kind Meer,Karin Bloemen,77,17,50,-16,25
All The Small Things,blink-182,149,90,43,-5,68
Run To The Water,Live,181,85,15,-5,29
Hart Van Mijn Gevoel,De Kast,140,43,44,-10,26
Smooth (feat. Rob Thomas),Santana,116,92,61,-4,96
My Name Is,Eminem,86,68,87,-6,82
Desert Rose,Sting,112,65,58,-8,13
Hey Boy Hey Girl,The Chemical Brothers,127,92,63,-5,36
At Last,Etta James,87,35,27,-9,33
Can't Help Falling in Love,Elvis Presley,100,29,40,-14,34
Fly Me To The Moon (In Other Words),Frank Sinatra,119,26,67,-14,37
Stand by Me,Ben E. King,118,31,65,-9,61
"Oh, Pretty Woman",Roy Orbison,127,60,62,-9,96
Ring of Fire,Johnny Cash,104,59,66,-8,78
Blowin' in the Wind,Bob Dylan,175,10,38,-21,44
In Dreams,Roy Orbison,108,44,50,-10,71
Twist And Shout - Remastered 2009,The Beatles,125,85,48,-9,94
Are You Lonesome Tonight,Elvis Presley,66,9,36,-18,19
I Saw Her Standing There - Remastered 2009,The Beatles,160,80,49,-10,97
"Don't Think Twice, It's All Right",Bob Dylan,111,24,60,-17,47
The Sound of Silence - Acoustic Version,Simon & Garfunkel,107,22,53,-14,33
House Of The Rising Sun,The Animals,117,58,30,-7,23
Folsom Prison Blues,Johnny Cash,111,53,69,-10,78
The Times They Are A-Changin',Bob Dylan,172,40,39,-8,59
A Change Is Gonna Come,Sam Cooke,174,38,21,-10,45
A Hard Day's Night - Remastered 2009,The Beatles,139,81,59,-6,80
Nathalie,Gilbert Bécaud,135,63,42,-7,81
Eight Days A Week - Remastered 2009,The Beatles,138,58,65,-8,74
It's All Over Now - Mono Version,The Rolling Stones,99,69,60,-11,76
Yesterday - Remastered 2009,The Beatles,97,18,33,-12,32
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,136,86,72,-8,93
Like a Rolling Stone,Bob Dylan,95,72,48,-7,56
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,177,37,43,-12,65
Help! - Remastered 2009,The Beatles,95,73,53,-8,76
Unchained Melody,The Righteous Brothers,99,21,34,-17,29
Michelle - Remastered 2009,The Beatles,117,29,58,-13,67
My Generation - Stereo Version,The Who,97,78,41,-9,71
In My Life - Remastered 2009,The Beatles,103,44,69,-11,44
As Tears Go By - Mono Version,The Rolling Stones,113,28,33,-11,37
It Was A Very Good Year,Frank Sinatra,80,14,22,-15,13
Time Is On My Side - Mono Version,The Rolling Stones,100,65,53,-9,42
Little Red Rooster - Mono Version,The Rolling Stones,109,43,72,-12,67
Mr. Tambourine Man,The Byrds,120,47,46,-10,64
"Paint It, Black",The Rolling Stones,159,80,46,-9,61
God Only Knows - Remastered,The Beach Boys,117,49,52,-8,48
California Dreamin' - Single Version,The Mamas & The Papas,112,61,55,-10,64
Eleanor Rigby - Remastered 2009,The Beatles,138,28,58,-9,81
River Deep - Mountain High,Ike & Tina Turner,83,75,39,-7,27
That's Life,Frank Sinatra,112,44,55,-14,63
Jumpin' Jack Flash - Mono,The Rolling Stones,137,90,60,-7,62
Scarborough Fair / Canticle,Simon & Garfunkel,129,25,34,-16,30
Sloop John B - Remastered,The Beach Boys,126,75,57,-5,90
Homeward Bound,Simon & Garfunkel,93,38,49,-12,53
Under My Thumb,The Rolling Stones,127,49,73,-14,80
When a Man Loves a Woman,Percy Sledge,97,15,52,-20,21
Sunny Afternoon - Mono Mix,The Kinks,125,47,60,-8,49
How Can We Hang On To A Dream,Tim Hardin,127,18,56,-15,37
"Monday, Monday - Single Version",The Mamas & The Papas,110,46,49,-9,71
For No One - Remastered 2009,The Beatles,81,35,48,-10,71
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,81,24,54,-17,57
Try a Little Tenderness,Otis Redding,103,13,59,-15,7
Wouldn't It Be Nice - Stereo Mix,The Beach Boys,125,63,39,-7,72
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,85,48,20,-5,17
The End,The Doors,106,30,35,-12,3
A Day In The Life - Remastered 2009,The Beatles,163,46,36,-14,18
Brown Eyed Girl,Van Morrison,151,58,49,-11,91
Respect,Aretha Franklin,115,56,81,-5,97
White Rabbit,Jefferson Airplane,107,29,55,-13,32
Penny Lane,The Beatles,114,39,63,-10,65
Hey Joe,Jimi Hendrix,169,77,35,-6,53
Good Vibrations - Remastered,The Beach Boys,133,47,40,-8,39
Light My Fire,The Doors,125,73,41,-6,44
Strawberry Fields Forever - Remastered 2009,The Beatles,98,50,39,-12,29
"So Long, Marianne",Leonard Cohen,95,40,54,-11,23
Little Wing,Jimi Hendrix,71,53,52,-8,43
The Fool On The Hill - Remastered 2009,The Beatles,144,26,36,-11,49
People Are Strange,The Doors,119,47,70,-9,76
The Wind Cries Mary,Jimi Hendrix,80,50,50,-11,34
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,96,67,45,-9,58
Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,65,33,31,-9,67
Purple Haze,Jimi Hendrix,109,91,53,-5,49
Ruby Tuesday,The Rolling Stones,105,55,52,-11,52
All You Need Is Love - Remastered 2009,The Beatles,103,48,40,-8,65
"He Ain't Heavy, He's My Brother",The Hollies,76,44,31,-7,22
When I'm Sixty Four - Remastered 2009,The Beatles,140,24,70,-13,66
Somebody Will Know Someday,Cuby & The Blizzards,82,24,55,-14,33
I Am The Walrus - Remastered 2009,The Beatles,85,56,40,-11,65
Guitar Man,Elvis Presley,114,66,60,-13,91
Ain't No Mountain High Enough,Marvin Gaye,130,60,66,-11,80
San Francisco (Be Sure to Wear Some Flowers In Your Hair),Scott McKenzie,112,67,50,-6,48
She's Leaving Home - Remastered 2009,The Beatles,128,21,38,-12,39
I'm a Believer - 2006 Remaster,The Monkees,80,78,53,-6,96
Waterloo Sunset - Mono Mix,The Kinks,108,69,51,-7,42
Sunshine Of Your Love,Cream,115,48,68,-13,78
Break on Through (To the Other Side),The Doors,90,75,42,-10,79
Green Green Grass Of Home,Tom Jones,95,41,54,-13,82
To Love Somebody,Bee Gees,90,38,42,-13,52
Pastorale - Remastered,Liesbeth List,112,52,46,-9,35
(Sittin' On) the Dock of the Bay,Otis Redding,104,37,77,-11,54
Blackbird - Remastered 2009,The Beatles,94,13,69,-14,37
I Put A Spell On You,Creedence Clearwater Revival,100,73,39,-8,62
While My Guitar Gently Weeps - Remastered 2009,The Beatles,115,65,45,-9,70
All Along the Watchtower,Jimi Hendrix,113,81,44,-6,56
"Window Of My Eyes - From ""The American"" Soundtrack",Cuby & The Blizzards,184,53,41,-9,41
I Say a Little Prayer,Aretha Franklin,133,36,59,-14,50
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,111,32,65,-9,28
White Room,Cream,110,58,55,-13,46
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,92,46,61,-14,81
What A Wonderful World - Single Version,Louis Armstrong,77,17,27,-21,20
Lea,The Cats,167,52,18,-8,42
The Weight - Remastered,The Band,144,55,63,-9,52
Ain't Got No - I Got Life - Remastered,Nina Simone,122,72,62,-10,89
Voodoo Child (Slight Return),Jimi Hendrix,176,91,21,-7,45
Suzie Q,Creedence Clearwater Revival,130,62,44,-11,70
Born To Be Wild - Single Version,Steppenwolf,146,73,44,-12,54
Words,Bee Gees,80,29,26,-10,25
Massachussetts,Bee Gees,102,44,48,-14,42
Times Were When,The Cats,99,56,45,-9,61
I Started A Joke,Bee Gees,145,46,31,-9,43
MacArthur Park,Richard Harris,170,34,25,-16,37
